"";"Rank";"Name";"YB";"NSA";"Ski";"venue";"Disciplina";"temperatura";"vreme";"sneg";"tocke_30"
"444";26;"INNERHOFER Christof";1984;"ITA";"Rossignol";"Val Gardena";"SG";-1,5;"SUNNY";"HARD";5
"445";27;"CRAWFORD James";1997;"CAN";"Head";"Val Gardena";"SG";-1,5;"SUNNY";"HARD";4
"446";28;"HINTERMANN Niels";1995;"SUI";"Atomic";"Val Gardena";"SG";-1,5;"SUNNY";"HARD";3
"447";28;"ROGENTIN Stefan";1994;"SUI";"Fischer";"Val Gardena";"SG";-1,5;"SUNNY";"HARD";3
"448";30;"CATER Martin";1992;"SLO";"Stoeckli";"Val Gardena";"SG";-1,5;"SUNNY";"HARD";1
"449";1;"PINTURAULT Alexis";1991;"FRA";"Head";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";100
"450";2;"McGRATH Atle Lie";2000;"NOR";"Head";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";80
"451";3;"MURISIER Justin";1992;"SUI";"Head";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";60
"452";4;"ODERMATT Marco";1997;"SUI";"Stoeckli";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";50
"453";5;"FORD Tommy";1989;"USA";"Head";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";45
"454";6;"KILDE Aleksander Aamodt";1992;"NOR";"Atomic";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";40
"455";7;"SCHMID Alexander";1994;"GER";"Head";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";36
"456";8;"BRENNSTEINER Stefan";1991;"AUT";"Fischer";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";32
"457";9;"KRANJEC Zan";1992;"SLO";"Rossignol";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";29
"458";10;"ZUBCIC Filip";1993;"CRO";"Atomic";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";26
"459";11;"TONETTI Riccardo";1989;"ITA";"Blizzard";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";24
"460";12;"LUITZ Stefan";1992;"GER";"Rossignol";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";22
"461";13;"BISSIG Semyel";1998;"SUI";"Atomic";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";20
"462";13;"CAVIEZEL Gino";1992;"SUI";"Dynastar";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";20
"463";15;"KRISTOFFERSEN Henrik";1994;"NOR";"Rossignol";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";16
"464";16;"FAIVRE Mathieu";1992;"FRA";"Head";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";15
"465";17;"NESTVOLD-HAUGEN Leif Kristian";1987;"NOR";"Rossignol";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";14
"466";18;"BRAATHEN Lucas";2000;"NOR";"Atomic";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";13
"467";19;"READ Erik";1991;"CAN";"Atomic";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";12
"468";20;"RADAMUS River";1998;"USA";"Rossignol";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";11
"469";21;"SCHWARZ Marco";1995;"AUT";"Atomic";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";10
"470";22;"LEITINGER Roland";1991;"AUT";"Salomon";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";9
"471";23;"ANDRIENKO Aleksander";1990;"RUS";"Rossignol";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";8
"472";24;"HAASER Raphael";1997;"AUT";"Fischer";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";7
"473";25;"MUFFAT-JEANDET Victor";1989;"FRA";"Salomon";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";6
"474";26;"LIGETY Ted";1984;"USA";"Head";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";5
"475";27;"ZAMPA Andreas";1993;"SVK";"Salomon";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";4
"476";28;"SARRAZIN Cyprien";1994;"FRA";"Rossignol";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";3
"477";29;"COCHRAN-SIEGLE Ryan";1992;"USA";"Rossignol";"Alta Badia";"GS";-1,5;"	SUNNY";"HARD";2
"478";1;"FAIVRE Mathieu";1992;"FRA";"Head";"Cortina";"GS";4;"	SUNNY";"HARD";100
"479";2;"de ALIPRANDINI Luca";1990;"ITA";"Salomon";"Cortina";"GS";4;"	SUNNY";"HARD";80
"480";3;"SCHWARZ Marco";1995;"AUT";"Atomic";"Cortina";"GS";4;"	SUNNY";"HARD";60
"481";4;"ZUBCIC Filip";1993;"CRO";"Atomic";"Cortina";"GS";4;"	SUNNY";"HARD";50
"482";5;"MEILLARD Loic";1996;"SUI";"Rossignol";"Cortina";"GS";4;"	SUNNY";"HARD";45
"483";6;"KRANJEC Zan";1992;"SLO";"Rossignol";"Cortina";"GS";4;"	SUNNY";"HARD";40
"484";7;"LUITZ Stefan";1992;"GER";"Rossignol";"Cortina";"GS";4;"	SUNNY";"HARD";36
"485";8;"ZAMPA Adam";1990;"SVK";"Salomon";"Cortina";"GS";4;"	SUNNY";"HARD";32
"486";9;"KRISTOFFERSEN Henrik";1994;"NOR";"Rossignol";"Cortina";"GS";4;"	SUNNY";"HARD";29
"487";10;"LEITINGER Roland";1991;"AUT";"Salomon";"Cortina";"GS";4;"	SUNNY";"HARD";26
"488";11;"RADAMUS River";1998;"USA";"Rossignol";"Cortina";"GS";4;"	SUNNY";"HARD";24
"489";12;"TONETTI Riccardo";1989;"ITA";"Blizzard";"Cortina";"GS";4;"	SUNNY";"HARD";22
"490";13;"MUFFAT-JEANDET Victor";1989;"FRA";"Salomon";"Cortina";"GS";4;"	SUNNY";"HARD";20
"491";14;"FRANZONI Giovanni";2001;"ITA";"Rossignol";"Cortina";"GS";4;"	SUNNY";"HARD";18
"492";15;"TORSTI Samu";1991;"FIN";"Head";"Cortina";"GS";4;"	SUNNY";"HARD";16
"493";16;"HADALIN Stefan";1995;"SLO";"Rossignol";"Cortina";"GS";4;"	SUNNY";"HARD";15
"494";16;"NESTVOLD-HAUGEN Leif Kristian";1987;"NOR";"Rossignol";"Cortina";"GS";4;"	SUNNY";"HARD";15
"495";18;"KATO Seigo";1998;"JPN";"Atomic";"Cortina";"GS";4;"	SUNNY";"HARD";13
"496";19;"KRYZL Krystof";1986;"CZE";"Atomic";"Cortina";"GS";4;"	SUNNY";"HARD";12
"497";20;"ZAMPA Andreas";1993;"SVK";"Salomon";"Cortina";"GS";4;"	SUNNY";"HARD";11
"498";21;"ORTEGA Albert";1998;"ESP";"Rossignol";"Cortina";"GS";4;"	SUNNY";"HARD";10
"499";22;"GRAVIER Tiziano";2002;"ARG";"";"Cortina";"GS";4;"	SUNNY";"HARD";9
"500";23;"DRUKAROV Andrej";1999;"LTU";"";"Cortina";"GS";4;"	SUNNY";"HARD";8
"501";24;"POPOV Albert";1997;"BUL";"Head";"Cortina";"GS";4;"	SUNNY";"HARD";7
"502";25;"SZOLLOS Barnabas";1998;"ISR";"Kaestle";"Cortina";"GS";4;"	SUNNY";"HARD";6
"503";26;"FEASEY Willis";1992;"NZL";"";"Cortina";"GS";4;"	SUNNY";"HARD";5
"504";27;"SIMARI BIRKNER Cristian Javier";1980;"ARG";"";"Cortina";"GS";4;"	SUNNY";"HARD";4
"505";28;"LOKMIC Emir";1997;"BIH";"";"Cortina";"GS";4;"	SUNNY";"HARD";3
"506";29;"PIROZZI Nicolas";2002;"CHI";"";"Cortina";"GS";4;"	SUNNY";"HARD";2
"507";30;"VERBEKE Tom";1997;"BEL";"";"Cortina";"GS";4;"	SUNNY";"HARD";1
"508";1;"ODERMATT Marco";1997;"SUI";"Stoeckli";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";100
"509";2;"MEILLARD Loic";1996;"SUI";"Rossignol";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";80
"510";3;"BRENNSTEINER Stefan";1991;"AUT";"Fischer";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";60
"511";4;"PINTURAULT Alexis";1991;"FRA";"Head";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";50
"512";5;"FAIVRE Mathieu";1992;"FRA";"Head";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";45
"513";6;"ZUBCIC Filip";1993;"CRO";"Atomic";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";40
"514";7;"KRISTOFFERSEN Henrik";1994;"NOR";"Rossignol";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";36
"515";8;"FELLER Manuel";1992;"AUT";"Atomic";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";32
"516";9;"CAVIEZEL Gino";1992;"SUI";"Dynastar";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";29
"517";10;"LUITZ Stefan";1992;"GER";"Rossignol";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";26
"518";11;"SCHMID Alexander";1994;"GER";"Head";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";24
"519";12;"FAVROT Thibaut";1994;"FRA";"Dynastar";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";22
"520";13;"LEITINGER Roland";1991;"AUT";"Salomon";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";20
"521";14;"NESTVOLD-HAUGEN Leif Kristian";1987;"NOR";"Rossignol";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";18
"522";15;"de ALIPRANDINI Luca";1990;"ITA";"Salomon";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";16
"523";16;"READ Erik";1991;"CAN";"Atomic";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";15
"524";17;"RASCHNER Dominik";1994;"AUT";"Rossignol";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";14
"525";18;"HADALIN Stefan";1995;"SLO";"Rossignol";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";13
"526";19;"WINDINGSTAD Rasmus";1993;"NOR";"Stoeckli";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";12
"527";19;"PHILP Trevor";1992;"CAN";"Rossignol";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";12
"528";19;"TONETTI Riccardo";1989;"ITA";"Blizzard";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";12
"529";22;"KRANJEC Zan";1992;"SLO";"Rossignol";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";9
"530";23;"MURISIER Justin";1992;"SUI";"Head";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";8
"531";24;"MUFFAT-JEANDET Victor";1989;"FRA";"Salomon";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";7
"532";25;"SARRAZIN Cyprien";1994;"FRA";"Rossignol";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";6
"533";26;"ZAMPA Adam";1990;"SVK";"Salomon";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";5
"534";27;"BORSOTTI Giovanni";1990;"ITA";"Rossignol";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";4
"535";28;"KUZNETSOV Ivan";1996;"RUS";"Atomic";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";3
"536";29;"BORGNAES Christian";1996;"AUT";"Salomon";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";2
"537";30;"NOEL Clement";1997;"FRA";"Dynastar";"Kranjska Gora";"GS";2,25;"SUNNY";"SPRING CONDITIONS";1
"538";1;"PINTURAULT Alexis";1991;"FRA";"Head";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";100
"539";2;"ZUBCIC Filip";1993;"CRO";"Atomic";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";80
"540";3;"FAIVRE Mathieu";1992;"FRA";"Head";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";60
"541";4;"BRENNSTEINER Stefan";1991;"AUT";"Fischer";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";50
"542";5;"de ALIPRANDINI Luca";1990;"ITA";"Salomon";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";45
"543";6;"FAVROT Thibaut";1994;"FRA";"Dynastar";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";40
"544";7;"CAVIEZEL Gino";1992;"SUI";"Dynastar";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";36
"545";8;"KRISTOFFERSEN Henrik";1994;"NOR";"Rossignol";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";32
"546";9;"NESTVOLD-HAUGEN Leif Kristian";1987;"NOR";"Rossignol";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";29
"547";10;"LUITZ Stefan";1992;"GER";"Rossignol";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";26
"548";11;"ODERMATT Marco";1997;"SUI";"Stoeckli";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";24
"549";12;"KRANJEC Zan";1992;"SLO";"Rossignol";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";22
"550";13;"SCHWARZ Marco";1995;"AUT";"Atomic";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";20
"551";14;"BORSOTTI Giovanni";1990;"ITA";"Rossignol";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";18
"552";15;"SCHMID Alexander";1994;"GER";"Head";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";16
"553";16;"MURISIER Justin";1992;"SUI";"Head";"Lenzerheide";"GS";-9,5;"MOSTLY CLOUDY";"HARD";15
